Date,Product_ID,Product_Name,Category,Units_Sold,Selling_Price,Current_Stock,Supplier_Lead_Time,Day_Of_Week,Month,Season,Festival,Weekend
2025-01-09,P013,Coffee,Beverages,36,250,95,9,Thursday,1,Winter,No,No
2025-01-09,P014,Toothpaste,Personal Care,14,90,206,7,Thursday,1,Winter,No,No
2025-01-09,P015,Instant Noodles,Food,11,35,159,4,Thursday,1,Winter,No,No
2025-01-10,P001,Rice 5kg,Grocery,13,450,278,2,Friday,1,Winter,No,No
2025-01-10,P002,Sugar 1kg,Grocery,18,55,84,2,Friday,1,Winter,No,No
2025-01-10,P003,Tea Pack,Beverages,24,120,199,5,Friday,1,Winter,No,No
2025-01-10,P004,Cooking Oil,Grocery,6,180,172,5,Friday,1,Winter,No,No
2025-01-10,P005,Biscuits,Snacks,23,20,324,5,Friday,1,Winter,No,No
2025-01-10,P006,Milk,Dairy,25,30,258,3,Friday,1,Winter,No,No
2025-01-10,P007,Shampoo,Personal Care,13,180,171,10,Friday,1,Winter,No,No
2025-01-10,P008,Soap,Personal Care,21,40,410,9,Friday,1,Winter,No,No
2025-01-10,P009,Cold Drink,Beverages,14,50,370,4,Friday,1,Winter,No,No
2025-01-10,P010,Chips,Snacks,23,25,286,2,Friday,1,Winter,No,No
2025-01-10,P011,Detergent,Household,17,220,56,10,Friday,1,Winter,No,No
2025-01-10,P012,Flour,Grocery,22,60,174,8,Friday,1,Winter,No,No
2025-01-10,P013,Coffee,Beverages,30,250,462,4,Friday,1,Winter,No,No
2025-01-10,P014,Toothpaste,Personal Care,17,90,327,4,Friday,1,Winter,No,No
2025-01-10,P015,Instant Noodles,Food,24,35,236,9,Friday,1,Winter,No,No
2025-01-11,P001,Rice 5kg,Grocery,9,450,204,4,Saturday,1,Winter,No,Yes
2025-01-11,P002,Sugar 1kg,Grocery,25,55,493,2,Saturday,1,Winter,No,Yes
2025-01-11,P003,Tea Pack,Beverages,38,120,306,2,Saturday,1,Winter,No,Yes
2025-01-11,P004,Cooking Oil,Grocery,30,180,494,4,Saturday,1,Winter,No,Yes
2025-01-11,P005,Biscuits,Snacks,34,20,92,5,Saturday,1,Winter,No,Yes
2025-01-11,P006,Milk,Dairy,11,30,351,3,Saturday,1,Winter,No,Yes
2025-01-11,P007,Shampoo,Personal Care,20,180,236,8,Saturday,1,Winter,No,Yes
2025-01-11,P008,Soap,Personal Care,19,40,279,2,Saturday,1,Winter,No,Yes
2025-01-11,P009,Cold Drink,Beverages,28,50,136,8,Saturday,1,Winter,No,Yes
2025-01-11,P010,Chips,Snacks,18,25,221,7,Saturday,1,Winter,No,Yes
2025-01-11,P011,Detergent,Household,15,220,362,10,Saturday,1,Winter,No,Yes
2025-01-11,P012,Flour,Grocery,18,60,54,9,Saturday,1,Winter,No,Yes
2025-01-11,P013,Coffee,Beverages,22,250,402,9,Saturday,1,Winter,No,Yes
2025-01-11,P014,Toothpaste,Personal Care,13,90,494,9,Saturday,1,Winter,No,Yes
2025-01-11,P015,Instant Noodles,Food,15,35,239,3,Saturday,1,Winter,No,Yes
2025-01-12,P001,Rice 5kg,Grocery,29,450,424,8,Sunday,1,Winter,No,Yes
2025-01-12,P002,Sugar 1kg,Grocery,16,55,96,2,Sunday,1,Winter,No,Yes
2025-01-12,P003,Tea Pack,Beverages,27,120,320,4,Sunday,1,Winter,No,Yes
2025-01-12,P004,Cooking Oil,Grocery,28,180,120,7,Sunday,1,Winter,No,Yes
2025-01-12,P005,Biscuits,Snacks,31,20,415,2,Sunday,1,Winter,No,Yes
2025-01-12,P006,Milk,Dairy,32,30,98,4,Sunday,1,Winter,No,Yes
2025-01-12,P007,Shampoo,Personal Care,20,180,392,5,Sunday,1,Winter,No,Yes
2025-01-12,P008,Soap,Personal Care,11,40,109,8,Sunday,1,Winter,No,Yes
2025-01-12,P009,Cold Drink,Beverages,15,50,138,5,Sunday,1,Winter,No,Yes
2025-01-12,P010,Chips,Snacks,28,25,162,10,Sunday,1,Winter,No,Yes
2025-01-12,P011,Detergent,Household,10,220,422,6,Sunday,1,Winter,No,Yes
2025-01-12,P012,Flour,Grocery,12,60,328,10,Sunday,1,Winter,No,Yes
2025-01-12,P013,Coffee,Beverages,36,250,469,5,Sunday,1,Winter,No,Yes
2025-01-12,P014,Toothpaste,Personal Care,27,90,168,10,Sunday,1,Winter,No,Yes
2025-01-12,P015,Instant Noodles,Food,22,35,274,4,Sunday,1,Winter,No,Yes
2025-01-13,P001,Rice 5kg,Grocery,18,450,97,2,Monday,1,Winter,No,No
2025-01-13,P002,Sugar 1kg,Grocery,16,55,295,6,Monday,1,Winter,No,No
2025-01-13,P003,Tea Pack,Beverages,14,120,269,5,Monday,1,Winter,No,No
2025-01-13,P004,Cooking Oil,Grocery,11,180,163,5,Monday,1,Winter,No,No
2025-01-13,P005,Biscuits,Snacks,20,20,321,8,Monday,1,Winter,No,No
2025-01-13,P006,Milk,Dairy,15,30,473,3,Monday,1,Winter,No,No
2025-01-13,P007,Shampoo,Personal Care,23,180,458,6,Monday,1,Winter,No,No
2025-01-13,P008,Soap,Personal Care,23,40,499,3,Monday,1,Winter,No,No
2025-01-13,P009,Cold Drink,Beverages,15,50,163,10,Monday,1,Winter,No,No
2025-01-13,P010,Chips,Snacks,23,25,189,2,Monday,1,Winter,No,No
2025-01-13,P011,Detergent,Household,16,220,386,6,Monday,1,Winter,No,No
2025-01-13,P012,Flour,Grocery,8,60,462,3,Monday,1,Winter,No,No
2025-01-13,P013,Coffee,Beverages,15,250,278,9,Monday,1,Winter,No,No
2025-01-13,P014,Toothpaste,Personal Care,12,90,117,8,Monday,1,Winter,No,No
2025-01-13,P015,Instant Noodles,Food,21,35,321,6,Monday,1,Winter,No,No
2025-01-14,P001,Rice 5kg,Grocery,20,450,322,3,Tuesday,1,Winter,No,No
2025-01-14,P002,Sugar 1kg,Grocery,25,55,194,4,Tuesday,1,Winter,No,No
2025-01-14,P003,Tea Pack,Beverages,12,120,276,9,Tuesday,1,Winter,No,No
2025-01-14,P004,Cooking Oil,Grocery,6,180,88,4,Tuesday,1,Winter,No,No
2025-01-14,P005,Biscuits,Snacks,17,20,177,9,Tuesday,1,Winter,No,No
2025-01-14,P006,Milk,Dairy,25,30,222,3,Tuesday,1,Winter,No,No
2025-01-14,P007,Shampoo,Personal Care,23,180,251,3,Tuesday,1,Winter,No,No
2025-01-14,P008,Soap,Personal Care,18,40,190,7,Tuesday,1,Winter,No,No
2025-01-14,P009,Cold Drink,Beverages,19,50,106,8,Tuesday,1,Winter,No,No
2025-01-14,P010,Chips,Snacks,16,25,211,3,Tuesday,1,Winter,No,No
2025-01-14,P011,Detergent,Household,13,220,223,2,Tuesday,1,Winter,No,No
2025-01-14,P012,Flour,Grocery,21,60,477,3,Tuesday,1,Winter,No,No
2025-01-14,P013,Coffee,Beverages,24,250,346,6,Tuesday,1,Winter,No,No
2025-01-14,P014,Toothpaste,Personal Care,15,90,316,9,Tuesday,1,Winter,No,No
2025-01-14,P015,Instant Noodles,Food,20,35,122,10,Tuesday,1,Winter,No,No
2025-01-15,P001,Rice 5kg,Grocery,11,450,157,4,Wednesday,1,Winter,No,No
2025-01-15,P002,Sugar 1kg,Grocery,14,55,301,10,Wednesday,1,Winter,No,No
2025-01-15,P003,Tea Pack,Beverages,23,120,384,2,Wednesday,1,Winter,No,No
2025-01-15,P004,Cooking Oil,Grocery,24,180,361,10,Wednesday,1,Winter,No,No
2025-01-15,P005,Biscuits,Snacks,14,20,465,10,Wednesday,1,Winter,No,No
2025-01-15,P006,Milk,Dairy,23,30,124,9,Wednesday,1,Winter,No,No
2025-01-15,P007,Shampoo,Personal Care,15,180,342,8,Wednesday,1,Winter,No,No
2025-01-15,P008,Soap,Personal Care,24,40,385,4,Wednesday,1,Winter,No,No
2025-01-15,P009,Cold Drink,Beverages,21,50,349,9,Wednesday,1,Winter,No,No
2025-01-15,P010,Chips,Snacks,18,25,399,4,Wednesday,1,Winter,No,No
2025-01-15,P011,Detergent,Household,24,220,246,9,Wednesday,1,Winter,No,No
2025-01-15,P012,Flour,Grocery,6,60,291,6,Wednesday,1,Winter,No,No
2025-01-15,P013,Coffee,Beverages,34,250,55,2,Wednesday,1,Winter,No,No
2025-01-15,P014,Toothpaste,Personal Care,23,90,62,2,Wednesday,1,Winter,No,No
2025-01-15,P015,Instant Noodles,Food,16,35,192,7,Wednesday,1,Winter,No,No
2025-01-16,P001,Rice 5kg,Grocery,15,450,257,5,Thursday,1,Winter,No,No
2025-01-16,P002,Sugar 1kg,Grocery,12,55,191,4,Thursday,1,Winter,No,No
2025-01-16,P003,Tea Pack,Beverages,12,120,215,2,Thursday,1,Winter,No,No
2025-01-16,P004,Cooking Oil,Grocery,12,180,68,9,Thursday,1,Winter,No,No
2025-01-16,P005,Biscuits,Snacks,17,20,337,6,Thursday,1,Winter,No,No
2025-01-16,P006,Milk,Dairy,21,30,96,3,Thursday,1,Winter,No,No
2025-01-16,P007,Shampoo,Personal Care,18,180,113,5,Thursday,1,Winter,No,No
2025-01-16,P008,Soap,Personal Care,10,40,110,2,Thursday,1,Winter,No,No
2025-01-16,P009,Cold Drink,Beverages,11,50,162,9,Thursday,1,Winter,No,No
2025-01-16,P010,Chips,Snacks,8,25,280,8,Thursday,1,Winter,No,No
2025-01-16,P011,Detergent,Household,27,220,464,3,Thursday,1,Winter,No,No
2025-01-16,P012,Flour,Grocery,24,60,91,10,Thursday,1,Winter,No,No
2025-01-16,P013,Coffee,Beverages,35,250,206,10,Thursday,1,Winter,No,No
2025-01-16,P014,Toothpaste,Personal Care,21,90,445,3,Thursday,1,Winter,No,No
2025-01-16,P015,Instant Noodles,Food,19,35,322,4,Thursday,1,Winter,No,No
2025-01-17,P001,Rice 5kg,Grocery,11,450,451,2,Friday,1,Winter,No,No
2025-01-17,P002,Sugar 1kg,Grocery,27,55,98,8,Friday,1,Winter,No,No
2025-01-17,P003,Tea Pack,Beverages,28,120,446,5,Friday,1,Winter,No,No
2025-01-17,P004,Cooking Oil,Grocery,22,180,160,7,Friday,1,Winter,No,No
2025-01-17,P005,Biscuits,Snacks,11,20,237,4,Friday,1,Winter,No,No
2025-01-17,P006,Milk,Dairy,22,30,101,10,Friday,1,Winter,No,No
2025-01-17,P007,Shampoo,Personal Care,12,180,154,6,Friday,1,Winter,No,No
2025-01-17,P008,Soap,Personal Care,14,40,121,7,Friday,1,Winter,No,No
2025-01-17,P009,Cold Drink,Beverages,19,50,102,6,Friday,1,Winter,No,No
2025-01-17,P010,Chips,Snacks,16,25,296,5,Friday,1,Winter,No,No
2025-01-17,P011,Detergent,Household,17,220,240,3,Friday,1,Winter,No,No
2025-01-17,P012,Flour,Grocery,22,60,414,7,Friday,1,Winter,No,No
2025-01-17,P013,Coffee,Beverages,19,250,253,10,Friday,1,Winter,No,No
2025-01-17,P014,Toothpaste,Personal Care,14,90,138,7,Friday,1,Winter,No,No
2025-01-17,P015,Instant Noodles,Food,14,35,277,4,Friday,1,Winter,No,No
2025-01-18,P001,Rice 5kg,Grocery,15,450,132,4,Saturday,1,Winter,No,Yes
2025-01-18,P002,Sugar 1kg,Grocery,23,55,237,3,Saturday,1,Winter,No,Yes
2025-01-18,P003,Tea Pack,Beverages,45,120,368,2,Saturday,1,Winter,No,Yes
2025-01-18,P004,Cooking Oil,Grocery,33,180,377,2,Saturday,1,Winter,No,Yes
2025-01-18,P005,Biscuits,Snacks,43,20,479,2,Saturday,1,Winter,No,Yes
2025-01-18,P006,Milk,Dairy,29,30,287,8,Saturday,1,Winter,No,Yes
2025-01-18,P007,Shampoo,Personal Care,9,180,431,7,Saturday,1,Winter,No,Yes
2025-01-18,P008,Soap,Personal Care,23,40,440,9,Saturday,1,Winter,No,Yes
2025-01-18,P009,Cold Drink,Beverages,15,50,104,2,Saturday,1,Winter,No,Yes
2025-01-18,P010,Chips,Snacks,17,25,281,3,Saturday,1,Winter,No,Yes
2025-01-18,P011,Detergent,Household,13,220,433,8,Saturday,1,Winter,No,Yes
2025-01-18,P012,Flour,Grocery,14,60,91,5,Saturday,1,Winter,No,Yes
2025-01-18,P013,Coffee,Beverages,25,250,217,3,Saturday,1,Winter,No,Yes
2025-01-18,P014,Toothpaste,Personal Care,31,90,161,5,Saturday,1,Winter,No,Yes
2025-01-18,P015,Instant Noodles,Food,18,35,176,2,Saturday,1,Winter,No,Yes
2025-01-19,P001,Rice 5kg,Grocery,25,450,484,9,Sunday,1,Winter,No,Yes
2025-01-19,P002,Sugar 1kg,Grocery,27,55,467,5,Sunday,1,Winter,No,Yes
2025-01-19,P003,Tea Pack,Beverages,45,120,144,6,Sunday,1,Winter,No,Yes
2025-01-19,P004,Cooking Oil,Grocery,16,180,470,2,Sunday,1,Winter,No,Yes
2025-01-19,P005,Biscuits,Snacks,37,20,347,2,Sunday,1,Winter,No,Yes
2025-01-19,P006,Milk,Dairy,10,30,160,5,Sunday,1,Winter,No,Yes
2025-01-19,P007,Shampoo,Personal Care,23,180,128,6,Sunday,1,Winter,No,Yes
2025-01-19,P008,Soap,Personal Care,14,40,223,2,Sunday,1,Winter,No,Yes
2025-01-19,P009,Cold Drink,Beverages,15,50,308,7,Sunday,1,Winter,No,Yes
2025-01-19,P010,Chips,Snacks,42,25,50,10,Sunday,1,Winter,No,Yes
2025-01-19,P011,Detergent,Household,30,220,336,2,Sunday,1,Winter,No,Yes
2025-01-19,P012,Flour,Grocery,26,60,471,4,Sunday,1,Winter,No,Yes
2025-01-19,P013,Coffee,Beverages,28,250,285,9,Sunday,1,Winter,No,Yes
2025-01-19,P014,Toothpaste,Personal Care,31,90,274,8,Sunday,1,Winter,No,Yes
2025-01-19,P015,Instant Noodles,Food,13,35,249,8,Sunday,1,Winter,No,Yes
2025-01-20,P001,Rice 5kg,Grocery,23,450,390,9,Monday,1,Winter,No,No
2025-01-20,P002,Sugar 1kg,Grocery,11,55,53,7,Monday,1,Winter,No,No
2025-01-20,P003,Tea Pack,Beverages,38,120,190,2,Monday,1,Winter,No,No
2025-01-20,P004,Cooking Oil,Grocery,13,180,264,5,Monday,1,Winter,No,No
2025-01-20,P005,Biscuits,Snacks,18,20,344,3,Monday,1,Winter,No,No
2025-01-20,P006,Milk,Dairy,8,30,345,6,Monday,1,Winter,No,No
2025-01-20,P007,Shampoo,Personal Care,21,180,283,9,Monday,1,Winter,No,No
2025-01-20,P008,Soap,Personal Care,10,40,223,4,Monday,1,Winter,No,No
2025-01-20,P009,Cold Drink,Beverages,9,50,236,9,Monday,1,Winter,No,No
2025-01-20,P010,Chips,Snacks,15,25,307,8,Monday,1,Winter,No,No
2025-01-20,P011,Detergent,Household,22,220,474,2,Monday,1,Winter,No,No
2025-01-20,P012,Flour,Grocery,27,60,277,6,Monday,1,Winter,No,No
2025-01-20,P013,Coffee,Beverages,22,250,129,6,Monday,1,Winter,No,No
2025-01-20,P014,Toothpaste,Personal Care,13,90,334,10,Monday,1,Winter,No,No
2025-01-20,P015,Instant Noodles,Food,11,35,420,3,Monday,1,Winter,No,No
2025-01-21,P001,Rice 5kg,Grocery,26,450,372,6,Tuesday,1,Winter,No,No
2025-01-21,P002,Sugar 1kg,Grocery,22,55,242,7,Tuesday,1,Winter,No,No
2025-01-21,P003,Tea Pack,Beverages,30,120,309,9,Tuesday,1,Winter,No,No
2025-01-21,P004,Cooking Oil,Grocery,15,180,340,3,Tuesday,1,Winter,No,No
2025-01-21,P005,Biscuits,Snacks,22,20,185,6,Tuesday,1,Winter,No,No
2025-01-21,P006,Milk,Dairy,15,30,215,2,Tuesday,1,Winter,No,No
2025-01-21,P007,Shampoo,Personal Care,12,180,139,8,Tuesday,1,Winter,No,No
2025-01-21,P008,Soap,Personal Care,13,40,301,10,Tuesday,1,Winter,No,No
2025-01-21,P009,Cold Drink,Beverages,18,50,220,5,Tuesday,1,Winter,No,No
2025-01-21,P010,Chips,Snacks,23,25,342,8,Tuesday,1,Winter,No,No
